"","L1EGH020933","L1EGH020934","L1EGH020935","L1EGH020936","L1EGH020937","L1EGH020938","L1EGH020939","L1EGH020941","L1HGH010557","L1HGH010558","L1HGH010559","L1HGH010560","L1HGH010561","L1HGH010562","L1HGH010563","L1HGH010564","L1HGH010565","L1HGH010566","L1EGH020932","L1EHE1100144","L1EHE1100145","L1EHE1100146","L1EHE1100147","L1EHE1100148","L1EHE1100149","L1EHE1100150","L1EHE1100151","L1EHE1100152","L1EHE1100153"
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Oceanospirillaceae.g__Marinomonas.s__Marinomonas_algicola",4.079557e-06,0,0,0,0,0,0,0,4.600059e-06,0,0,0,7.617929e-06,0,0,0,0,3.729789e-06,9.933993e-07,6.868543e-06,1.217133e-05,5.774943e-06,1.535909e-06,2.760549e-06,1.355672e-06,3.246393e-06,4.785188e-07,1.259514e-06,4.174792e-07
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Oceanospirillaceae.g__Marinomonas.s__Marinomonas_arctica",1.509436e-05,9.304564e-06,3.914439e-05,2.553241e-05,1.62008e-06,2.074104e-06,2.743549e-06,2.013969e-06,8.337608e-06,3.040536e-06,8.014667e-06,3.788093e-06,4.394959e-06,1.097843e-06,0,1.44877e-05,5.537411e-06,3.978442e-06,1.132475e-05,1.656531e-05,1.09542e-05,2.887472e-06,4.863712e-06,4.968988e-06,4.33815e-06,2.411607e-05,1.914075e-06,8.186839e-06,4.592271e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Oceanospirillaceae.g__Marinomonas.s__Marinomonas_foliarum",0,0,1.141711e-05,0,1.316315e-06,0,0,4.577201e-06,0,0,2.894185e-06,0,4.101962e-06,0,0,4.457753e-05,5.062776e-06,7.210926e-06,2.185478e-06,6.464511e-06,5.355385e-05,3.60934e-06,2.303864e-06,1.049009e-05,8.134031e-07,2.318852e-06,4.545929e-06,2.833906e-06,2.504875e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Oceanospirillaceae.g__Marinomonas.s__Marinomonas_mediterranea",0,0,5.300802e-06,0,0,1.595465e-06,1.829033e-06,2.013969e-06,3.737548e-06,0,7.346778e-06,0,4.101962e-06,0,0,2.005989e-05,4.746353e-06,5.967663e-06,3.576237e-06,4.444351e-06,1.338846e-05,1.154989e-05,9.47144e-06,6.625317e-06,1.897941e-06,2.550738e-06,3.82815e-06,2.833906e-06,1.669917e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Oceanospirillaceae.g__Marinomonas.s__Marinomonas_posidonica",7.139225e-06,9.304564e-06,3.384358e-05,1.037254e-05,1.21506e-06,0,1.524194e-06,4.760289e-06,0,0,0,0,4.394959e-06,2.117268e-06,6.425627e-07,1.114438e-05,0,5.967663e-06,5.165676e-06,5.656447e-06,2.434266e-06,0,8.703485e-06,4.140823e-06,4.880419e-06,2.086967e-06,4.06741e-06,2.204149e-06,3.339833e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Oceanospirillaceae.g__Marinomonas.s__Marinomonas_primoryensis",1.081083e-05,1.063379e-05,0,0,8.100398e-06,6.541405e-06,1.127904e-05,1.153455e-05,3.277542e-05,4.209973e-06,3.139078e-05,6.818568e-06,1.02549e-05,2.979859e-06,2.68708e-06,0,1.107482e-05,2.486526e-06,5.761716e-06,9.292734e-06,1.217133e-05,1.154989e-05,5.631667e-06,1.352669e-05,5.422688e-06,2.272475e-05,5.263707e-06,3.463663e-06,3.757313e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Oceanospirillaceae.g__Marinomonas.s__Marinomonas_profundi",2.182563e-05,3.455981e-05,3.832888e-05,1.675564e-05,6.176553e-06,1.627374e-05,8.992745e-06,5.492641e-06,5.750074e-06,1.426713e-05,1.268989e-05,1.969809e-06,1.523586e-05,3.607198e-06,0,4.123422e-05,5.853835e-06,1.019476e-05,2.920594e-05,1.252499e-05,5.233671e-05,1.010615e-05,4.40294e-05,2.56731e-05,3.795881e-06,5.333361e-06,3.349632e-06,1.731831e-05,1.669917e-05
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Oceanospirillaceae.g__Marinomonas.s__Marinomonas_sp._A3A",1.733812e-05,1.262762e-05,1.264037e-05,0,0,3.031383e-06,4.877421e-06,3.478673e-06,3.938801e-05,0,3.762441e-05,0,2.900673e-05,0,0,2.451764e-05,3.63887e-06,6.713621e-06,1.589439e-06,1.252499e-05,3.042832e-05,1.227175e-05,5.631667e-06,8.833756e-06,5.422688e-07,6.492787e-06,1.674816e-06,2.519027e-06,5.00975e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Oceanospirillaceae.g__Marinomonas.s__Marinomonas_sp._CT5",9.994915e-06,0,0,0,0,1.595465e-06,1.524194e-06,2.197057e-06,6.037578e-06,0,2.894185e-06,0,9.082916e-06,0,0,0,0,3.481137e-06,9.933993e-07,8.080638e-06,6.085664e-06,2.165604e-06,4.863712e-06,2.760549e-06,6.77836e-06,9.27541e-07,1.196297e-06,1.574392e-06,4.592271e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Oceanospirillaceae.g__Marinomonas.s__Marinomonas_sp._FW.1",4.283535e-06,1.72799e-05,1.386364e-05,0,2.025099e-06,2.71229e-06,1.920485e-05,2.050586e-05,0,3.274423e-06,6.011e-06,0,6.738937e-06,2.901442e-06,8.17807e-07,0,0,4.475747e-06,2.86099e-05,3.232255e-06,9.737063e-06,0,8.703485e-06,1.490696e-05,3.524747e-06,3.710164e-06,9.331117e-06,1.60588e-05,1.669917e-05
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Oceanospirillaceae.g__Neptunomonas.s__Neptunomonas_concharum",8.975026e-06,0,0,0,2.126354e-06,0,5.33468e-06,6.041906e-06,0,3.040536e-06,0,0,0,0,0,0,0,0,5.364356e-06,8.888702e-06,7.302797e-06,7.940547e-06,4.351743e-06,6.073208e-06,8.134031e-07,4.173934e-06,1.196297e-06,9.446352e-07,2.087396e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Oceanospirillaceae.g__Neptunomonas.s__Neptunomonas_japonica",6.119336e-06,2.193219e-05,0,0,0,0,4.420163e-06,6.59117e-06,1.495019e-05,0,1.113148e-05,1.969809e-06,1.08409e-05,1.725182e-06,0,0,2.531388e-06,4.227094e-06,5.165676e-06,2.868627e-05,4.868531e-06,2.165604e-06,2.099076e-05,4.416878e-06,0.0001455992,4.637705e-07,1.914075e-06,3.148784e-06,2.922354e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Oceanospirillaceae.g__Neptunomonas.s__Neptunomonas_phycophila",0,1.927374e-05,0,0,2.531374e-06,0,5.791938e-06,8.42205e-06,9.487622e-06,3.297812e-05,8.014667e-06,0,9.082916e-06,4.077702e-06,8.762218e-07,0,0,4.475747e-06,3.973597e-06,1.414112e-05,3.894825e-05,9.384283e-06,5.375682e-06,1.076614e-05,1.897941e-06,3.478279e-06,1.914075e-06,3.463663e-06,3.757313e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Oceanospirillaceae.g__Nitrincola.s__Nitrincola_iocasae",4.895468e-06,7.310729e-06,9.786096e-06,0,1.204934e-05,7.17959e-06,1.463226e-05,1.99566e-05,0,7.952171e-06,1.536144e-05,1.257647e-05,8.789918e-06,6.979144e-06,5.783064e-06,2.117433e-05,1.471369e-05,5.470358e-06,8.145874e-06,8.48467e-06,1.217133e-05,4.331207e-06,1.945485e-05,6.18363e-05,3.795881e-06,3.594221e-05,6.699263e-06,3.998956e-05,3.339833e-05
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Oceanospirillaceae.g__Thalassolituus.s__Thalassolituus_oleivorans",4.283535e-06,9.969175e-06,1.264037e-05,0,0,0,1.829033e-06,2.746321e-06,0,0,4.452593e-06,0,4.101962e-06,0,0,0,0,0,1.589439e-06,6.060479e-06,1.582273e-05,7.218679e-07,4.095758e-06,4.692933e-06,2.928251e-05,1.855082e-06,1.435556e-06,9.446352e-07,4.174792e-07
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Oceanospirillaceae.g__Venatorbacter.s__Venatorbacter_cucullus",4.487513e-06,8.639952e-06,5.708556e-06,0,1.518825e-06,2.552743e-06,6.401615e-06,1.83088e-05,3.450045e-06,0,1.046359e-05,0,1.435687e-05,2.66619e-06,7.009774e-07,0,3.006023e-06,7.459578e-06,1.053003e-05,6.060479e-06,1.217133e-05,3.60934e-06,1.587106e-05,7.453482e-06,5.422688e-07,8.347869e-06,2.153335e-06,2.644979e-05,3.00585e-05
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Oleiphilaceae.g__Oleiphilus.s__Oleiphilus_messinensis",5.303424e-06,1.063379e-05,1.631016e-05,1.117043e-05,9.315458e-06,6.700951e-06,2.133872e-06,4.943377e-06,2.041276e-05,7.531174e-05,4.764274e-05,1.772828e-05,1.377087e-05,1.48993e-06,8.17807e-07,0,2.214965e-06,7.459578e-06,2.980198e-06,6.868543e-06,1.825699e-05,0,1.740697e-05,3.340264e-05,1.138764e-05,3.571033e-05,1.435556e-05,7.557082e-06,1.711665e-05
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Saccharospirillaceae.g__Gynuella.s__Gynuella_sunshinyii",4.365126e-05,6.180889e-05,6.11631e-05,3.510706e-05,1.964347e-05,2.393197e-05,2.530162e-05,2.618159e-05,1.55252e-05,0.0001562368,2.493452e-05,4.439646e-05,2.842074e-05,1.003742e-05,1.022259e-05,3.120427e-05,1.550475e-05,2.113547e-05,3.000066e-05,2.828223e-05,1.338846e-05,1.515923e-05,4.786917e-05,4.692933e-05,9.218569e-06,5.866697e-05,2.631853e-05,2.707954e-05,3.172842e-05
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Saccharospirillaceae.g__Reinekea.s__Reinekea_forsetii",0,0,5.708556e-06,0,2.126354e-06,3.669568e-06,4.115324e-06,5.858818e-06,3.162541e-06,1.964654e-05,2.894185e-06,4.091141e-06,7.324932e-06,0,0,0,0,3.729789e-06,2.582838e-06,2.02016e-06,3.651399e-06,5.774943e-06,1.6895e-05,5.797153e-06,5.612482e-05,3.710164e-06,4.06741e-06,5.038055e-06,7.514625e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Saccharospirillaceae.g__Saccharospirillum.s__Saccharospirillum_mangrovi",7.751158e-06,7.97534e-06,1.06016e-05,0,1.609954e-05,6.860498e-06,6.858874e-06,1.006984e-05,8.050104e-06,0.000290722,1.313515e-05,7.651949e-05,2.19748e-05,2.744607e-06,1.168296e-06,1.44877e-05,1.091661e-05,4.973052e-06,9.337953e-06,1.333305e-05,1.338846e-05,1.443736e-05,2.457455e-05,4.278851e-05,1.65392e-05,8.208738e-05,2.655779e-05,2.109685e-05,1.669917e-05
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Zooshikellaceae.g__Spartinivicinus.s__Spartinivicinus_ruber",2.039779e-05,1.528607e-05,6.931818e-06,8.776766e-06,3.037649e-06,5.584126e-06,1.295565e-05,8.971314e-06,2.271279e-05,0,1.380304e-05,3.030475e-06,1.552886e-05,2.117268e-06,5.841479e-07,2.89754e-05,5.853835e-06,5.470358e-06,1.112607e-05,1.656531e-05,3.164545e-05,2.093417e-05,6.399622e-06,6.625317e-06,4.880419e-06,3.478279e-06,3.110372e-06,6.927325e-06,4.592271e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Orbales.f__Orbaceae.g__Frischella.s__Frischella_perrara",1.264663e-05,4.319976e-05,9.66377e-05,3.031974e-05,2.632629e-06,2.074104e-06,3.505647e-06,9.154402e-06,0,0,4.897852e-06,0,6.152943e-06,0,0,3.120427e-05,0,7.708231e-06,8.940593e-06,7.272574e-06,3.286259e-05,2.743098e-05,1.715099e-05,5.245043e-06,0.0001285177,1.855082e-06,7.177782e-06,1.574392e-06,1.252438e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Orbales.f__Orbaceae.g__Gilliamella.s__Gilliamella_apicola",1.10148e-05,3.38952e-05,4.485294e-05,1.356409e-05,1.82259e-06,5.424579e-06,6.706454e-06,8.971314e-06,4.312556e-06,3.742198e-06,5.565741e-06,0,1.523586e-05,0,0,0.0001114438,3.322447e-06,1.193533e-05,7.947194e-06,1.737337e-05,0.0001667472,2.526538e-05,7.679546e-06,1.601118e-05,1.437012e-05,7.188442e-06,1.722668e-05,2.204149e-06,6.679667e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Orbales.f__Orbaceae.g__Gilliamella.s__Gilliamella_sp._ESL0405",7.139225e-06,2.193219e-05,8.15508e-06,1.436198e-05,0,3.350476e-06,4.725002e-06,3.112497e-06,1.207516e-05,2.806649e-06,1.469356e-05,3.485046e-06,6.738937e-06,1.17626e-06,0,1.671657e-05,6.961317e-06,6.713621e-06,2.582838e-06,1.454515e-05,3.164545e-05,2.165604e-06,9.98341e-06,7.729537e-06,2.711344e-06,2.318852e-06,4.545929e-06,5.98269e-06,2.922354e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Orbales.f__Orbaceae.g__Gilliamella.s__Gilliamella_sp._ESL0441",0,0,9.786096e-06,0,0,0,3.048388e-06,3.112497e-06,0,0,0,0,0,1.019426e-06,9.930514e-07,2.451764e-05,0,0,8.741913e-06,4.040319e-06,2.434266e-06,2.526538e-05,1.766296e-05,2.732943e-05,1.952168e-05,3.014508e-06,1.435556e-06,9.446352e-07,0
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Orbales.f__Orbaceae.g__Gilliamella.s__Gilliamella_sp._ESL0443",7.751158e-06,0,9.378342e-06,0,1.316315e-06,0,4.877421e-06,9.154402e-06,0,0,0,0,0,0,0,3.78909e-05,2.214965e-06,3.232484e-06,1.132475e-05,2.02016e-06,2.312552e-05,7.218679e-07,6.655606e-06,3.864768e-06,4.33815e-06,4.637705e-07,3.349632e-06,2.204149e-06,0
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Orbales.f__Orbaceae.g__Zophobihabitans.s__Zophobihabitans_entericus",3.671601e-06,7.310729e-06,1.590241e-05,8.776766e-06,1.923845e-06,0,2.438711e-06,0,7.7626e-06,0,3.562074e-06,0,8.496921e-06,0,0,6.463742e-05,2.847812e-06,4.475747e-06,7.947194e-07,2.424191e-06,4.625105e-05,7.218679e-06,3.839773e-06,9.937976e-06,3.524747e-06,2.318852e-07,5.263707e-06,2.204149e-06,1.252438e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Actinobacillus.s__Actinobacillus_delphinicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.986799e-07,0,3.651399e-06,1.443736e-06,2.559849e-07,1.628724e-05,5.422688e-07,1.391311e-06,0,9.446352e-07,3.339833e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Actinobacillus.s__Actinobacillus_equuli",0,0,0,0,1.518825e-06,0,0,0,3.162541e-06,0,1.335778e-05,2.272856e-06,5.859946e-06,1.17626e-06,7.593922e-07,0,1.740329e-06,3.978442e-06,5.960396e-07,8.080638e-07,3.651399e-06,0,3.839773e-06,2.760549e-06,3.524747e-06,2.318852e-06,2.392594e-07,3.148784e-06,8.349584e-07
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Actinobacillus.s__Actinobacillus_indolicus",5.099446e-06,0,1.590241e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.384158e-06,9.696766e-06,1.217133e-06,2.743098e-05,5.119697e-06,8.281647e-07,4.33815e-06,1.391311e-06,2.392594e-07,3.148784e-07,0
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Actinobacillus.s__Actinobacillus_lignieresii",0,1.860913e-05,0,0,0,0,3.475163e-05,1.464704e-05,5.46257e-06,0,5.565741e-06,0,6.44594e-06,0,0,0,1.898541e-06,0,1.668911e-05,0,3.651399e-06,2.165604e-06,3.839773e-06,1.214642e-05,6.507225e-06,4.637705e-07,1.435556e-06,1.259514e-06,3.339833e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Actinobacillus.s__Actinobacillus_pleuropneumoniae",2.631314e-05,2.126757e-05,0,1.835142e-05,3.645179e-06,4.94594e-06,3.658066e-06,5.309553e-06,1.58127e-05,7.250509e-06,2.62703e-05,3.63657e-06,1.963082e-05,1.725182e-06,0,5.126416e-05,8.068799e-06,2.063817e-05,3.973597e-06,1.737337e-05,2.677692e-05,6.496811e-06,4.300546e-05,2.346467e-05,0.0001079115,1.205803e-05,4.545929e-06,1.007611e-05,6.262188e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Actinobacillus.s__Actinobacillus_porcitonsillarum",0,9.969175e-06,3.751337e-05,0,1.721335e-06,0,4.725002e-06,0,0,0,0,0,8.203924e-06,0,0,0,3.322447e-06,3.232484e-06,3.576237e-06,4.040319e-06,4.868531e-06,5.053075e-06,4.351743e-06,6.901372e-06,0,3.478279e-06,1.196297e-06,5.352933e-06,4.174792e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Actinobacillus.s__Actinobacillus_sp._GY.402",1.529834e-05,3.588903e-05,5.790107e-05,4.069228e-05,1.437821e-05,8.934601e-06,3.520888e-05,4.778598e-05,3.162541e-05,1.005716e-05,4.764274e-05,5.74275e-05,5.596248e-05,7.755476e-05,0.0001050298,8.915507e-05,9.413599e-05,6.862812e-05,5.980264e-05,2.383788e-05,5.963951e-05,1.588109e-05,8.473099e-05,9.965581e-05,1.897941e-05,2.017402e-05,4.306669e-05,9.824207e-05,8.43308e-05
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Actinobacillus.s__Actinobacillus_suis",1.223867e-05,2.060296e-05,0,1.117043e-05,0,0,1.752823e-05,2.160439e-05,9.200119e-06,0,1.157674e-05,0,1.11339e-05,1.48993e-06,0,0,0,0,4.490165e-05,2.302982e-05,4.990245e-05,3.60934e-05,1.663902e-05,4.692933e-06,1.355672e-05,6.029016e-06,1.41163e-05,6.927325e-06,7.097146e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Aggregatibacter.s__Aggregatibacter_actinomycetemcomitans",9.790937e-06,1.063379e-05,9.786096e-06,0,3.543924e-06,5.105487e-06,3.658066e-06,2.563233e-06,1.437519e-05,0,5.78837e-06,0,1.259888e-05,6.351805e-06,0,2.228877e-05,3.63887e-06,1.044341e-05,5.761716e-06,1.171693e-05,2.069126e-05,2.02123e-05,1.049538e-05,1.877173e-05,2.440209e-06,1.530443e-05,4.785188e-06,3.148784e-06,5.00975e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Aggregatibacter.s__Aggregatibacter_aphrophilus",1.305458e-05,9.969175e-06,3.506685e-05,8.776766e-06,0,9.094148e-06,1.341291e-05,2.508306e-05,2.530033e-05,3.274423e-06,5.476689e-05,0,3.22297e-05,0,0,4.346309e-05,9.96734e-06,9.448799e-06,4.768316e-06,1.131289e-05,3.773112e-05,5.774943e-06,2.995023e-05,5.852364e-05,1.138764e-05,8.347869e-06,3.588891e-06,4.975079e-05,3.339833e-05
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Aggregatibacter.s__Aggregatibacter_segnis",0,0,0,0,0,0,0,7.140434e-06,0,0,0,0,0,0,0,0,0,0,1.986799e-07,8.080638e-07,2.434266e-06,0,7.423561e-06,4.416878e-06,5.964956e-06,1.623197e-06,0,5.352933e-06,0
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Aggregatibacter.s__Aggregatibacter_sp._2125159857",8.159114e-06,0,5.790107e-05,0,0,4.94594e-06,4.725002e-06,7.689698e-06,0,0,0,0,0,0,0,0,7.594164e-06,0,1.549703e-05,8.888702e-06,3.651399e-06,4.331207e-06,4.351743e-06,2.208439e-06,1.897941e-06,3.547844e-05,3.349632e-06,5.038055e-06,5.427229e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Aggregatibacter.s__Aggregatibacter_sp._Marseille.P9115",0,0,0,0,1.113805e-05,0,7.620971e-06,0,0,1.917877e-05,4.229963e-06,1.227342e-05,6.738937e-06,3.920867e-06,0,0,0,9.946105e-06,1.986799e-07,2.828223e-06,2.434266e-05,0,2.559849e-05,6.349262e-06,0,1.391311e-05,3.110372e-06,7.683033e-05,7.765113e-05
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Aggregatibacter.s__Aggregatibacter_sp._oral_taxon_513",0,0,0,0,0,0,0,0,0,0,3.562074e-06,0,5.859946e-06,0,0,0,9.650917e-06,0,1.986799e-06,3.232255e-06,6.085664e-06,2.165604e-06,5.887652e-06,3.036604e-06,1.626806e-06,3.246393e-06,7.177782e-07,0,8.349584e-07
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Avibacterium.s__Avibacterium_paragallinarum",4.895468e-06,1.72799e-05,0,0,1.62008e-06,1.755011e-06,6.858874e-06,6.957346e-06,0,6.782734e-06,0,0,4.101962e-06,0,0,2.005989e-05,2.6896e-06,1.118937e-05,3.774917e-06,8.888702e-06,2.555979e-05,6.496811e-06,1.305523e-05,2.26365e-05,7.320628e-06,1.855082e-06,1.435556e-06,2.833906e-06,1.252438e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Avibacterium.s__Avibacterium_volantium",9.382981e-06,0,5.382353e-05,0,1.518825e-06,2.393197e-06,2.895969e-06,0,0,0,0,0,8.789918e-06,1.019426e-06,0,7.132405e-05,9.01807e-06,9.697452e-06,1.450363e-05,1.131289e-05,7.059371e-05,2.887472e-06,1.535909e-05,1.40788e-05,0,2.295664e-05,5.742226e-06,7.242204e-06,1.252438e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Basfia.s__.Mannheimia._succiniciproducens",0,0,0,0,0,0,0,0,0,0,7.124148e-06,0,0,0,0,0,0,0,1.509967e-05,4.040319e-06,9.737063e-06,0,4.095758e-05,2.153228e-05,0,1.855082e-06,1.674816e-06,0,7.514625e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Basfia.s__Basfia_succiniciproducens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.424191e-06,0,0,0,0,0,3.942049e-06,0,1.133562e-05,0
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Bibersteinia.s__Bibersteinia_trehalosi",0,1.329223e-05,8.970588e-06,0,7.796633e-06,5.424579e-06,6.858874e-06,4.211025e-06,0,0,0,0,7.031935e-06,0,0,1.44877e-05,7.277741e-06,0,3.973597e-07,1.212096e-06,4.868531e-06,0,7.679546e-06,1.10422e-05,5.260007e-05,1.344934e-05,5.981485e-06,8.501717e-06,4.592271e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Bisgaardia.s__Bisgaardia_hudsonensis",0,1.063379e-05,1.957219e-05,1.276621e-05,1.41757e-06,0,2.133872e-06,3.478673e-06,0,4.911635e-06,2.448926e-06,0,3.22297e-06,0,0,2.117433e-05,2.6896e-06,6.713621e-06,3.774917e-06,8.080638e-07,1.582273e-05,7.218679e-06,8.703485e-06,8.281647e-06,3.795881e-06,9.27541e-07,3.110372e-06,1.88927e-06,5.844709e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Frederiksenia.s__Frederiksenia_canicola",0,9.304564e-06,9.786096e-06,0,0,0,6.249196e-06,8.238962e-06,0,3.742198e-06,4.452593e-06,0,7.324932e-06,2.195686e-06,0,1.671657e-05,2.214965e-06,5.967663e-06,1.887459e-05,8.080638e-07,6.085664e-06,0,2.841432e-05,2.81576e-05,1.165878e-05,1.391311e-06,5.024448e-06,2.393076e-05,1.878656e-05
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Gallibacterium.s__Gallibacterium_anatis",1.856198e-05,1.927374e-05,8.970588e-06,0,1.41757e-06,5.903219e-06,8.840326e-06,1.135146e-05,1.495019e-05,3.438145e-05,2.582504e-05,1.166733e-05,2.021681e-05,1.882016e-06,8.17807e-07,1.783101e-05,5.695623e-06,2.014086e-05,2.006667e-05,2.02016e-05,7.302797e-06,9.384283e-06,2.969424e-05,1.463091e-05,2.033508e-05,1.182615e-05,7.656301e-06,1.637368e-05,1.127194e-05
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Glaesserella.s__Glaesserella_parasuis",1.978585e-05,0,2.03877e-05,1.276621e-05,2.531374e-06,8.296416e-06,7.011293e-06,1.116837e-05,1.955025e-05,1.146048e-05,3.673389e-05,4.697236e-06,2.226779e-05,1.48993e-06,8.17807e-07,2.117433e-05,8.385223e-06,1.392455e-05,3.973597e-06,3.434271e-05,2.312552e-05,1.371549e-05,8.191516e-06,4.196034e-05,8.134031e-06,9.971065e-06,2.392594e-06,1.291001e-05,6.679667e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Glaesserella.s__Glaesserella_sp._15.184",0,0,6.524064e-06,0,3.645179e-06,2.393197e-06,0,4.027937e-06,0,3.180868e-05,8.682556e-06,5.606378e-06,0,1.097843e-06,0,0,0,4.475747e-06,2.384158e-06,5.252415e-06,1.217133e-05,3.60934e-06,7.423561e-06,1.463091e-05,1.301445e-05,1.205803e-05,2.631853e-06,2.833906e-06,3.757313e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Haemophilus.s__.Haemophilus._ducreyi",4.487513e-06,0,0,0,0,0,2.59113e-06,3.844849e-06,0,3.508311e-06,3.339445e-06,0,7.324932e-06,0,0,0,0,0,3.973597e-07,4.848383e-06,1.217133e-05,4.331207e-06,6.399622e-06,3.588714e-06,1.626806e-06,2.782623e-06,9.570376e-07,3.778541e-06,2.504875e-06
