"Diet1","Sample_id","Original_Part","Modified_Part","lineage _nt","species_annotation","annotation_pre","host_Taxids","host_Lineage","host_annotation","Lytic","Temperate","BioProject","Diet","Nutrition1","Nutrition","Antibiotic","Diease","Diease2","Country","Continent","Host","Age","Age2","Sex","Diet_Type","gene"
"Low_urbanization","SRR1761716","NODE_5_length_32670_cov_16.659635_cutoff_5_type_circular","part_423_N5","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Weissella",46255,"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__unclassified_Weissella_species","Bacillota","0.8625","0.1375","PRJNA268964","Low_urbanization","","","","Obesity","Obesity","Peru","South_America","human","","","female","Control","part_423_N5"
"Baseline","SRR17241831","NODE_1_length_45672_cov_31.638445_cutoff_0_type_circular","part_991_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Clostridia",186801,"k__Bacteria;p__Bacillota;c__Clostridia;o__unclassified_Clostridia_order;f__unclassified_Clostridia_family;g__unclassified_Clostridia_genus;s__unclassified_Clostridia_species","Bacillota","0.0125","0.9875","PRJNA788383","Baseline","Baseline","Baseline","","Obesity","Obesity","Italy","Europe","human","children","","","Control","part_991_N1"
"Mediterranean_diet","ERR5883819","NODE_2_length_46178_cov_13.610063_cutoff_0_type_circular","part_922_N2","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Clostridia",186801,"k__Bacteria;p__Bacillota;c__Clostridia;o__unclassified_Clostridia_order;f__unclassified_Clostridia_family;g__unclassified_Clostridia_genus;s__unclassified_Clostridia_species","Bacillota","0.0","1.0","PRJEB44237","High_fiber_diet","","","","Obesity","Obesity","Netherlands","Europe","human","Adult","Middle_age","male","Fiber","part_922_N2"
"","SRR18940298","NODE_1_length_35604_cov_5.596189_cutoff_0_type_circular","part_793_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Eubacteriales",186802,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__unclassified_Eubacteriales_family;g__unclassified_Eubacteriales_genus;s__unclassified_Eubacteriales_species","Bacillota","0.025","0.975","PRJNA832737","","Low_Milk","Protein","","","NHMC","Italy","Europe","human","Adult","","","Control","part_793_N1"
"Vegatarian","SRR8146941","NODE_4_length_35864_cov_20.011081_cutoff_0_type_circular","part_620_N4","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Caudovirales",NA,NA,NA,"0.0","1.0","PRJNA421881","Vegatarian","","","","","","Italy","Europe","human","Adult","","","Special population diet","part_620_N4"
"Omnivores","ERR7783702","NODE_216_length_14159_cov_14.625124","part_1181_N216","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Podoviridae","archaeon",1906665,"k__Archaea;p__unclassified_Archaea_phylum;c__unclassified_Archaea_class;o__unclassified_Archaea_order;f__unclassified_Archaea_family;g__unclassified_Archaea_genus;s__archaeon","unclassified_Archaea_phylum","0.8713217048610087","0.1286782951389919","PRJEB11419","Omnivores","Low_alkohol","Control","","","","United_States","North_America","human","","","","Control","part_1181_N216"
"Vegatarian","SRR8146939","NODE_8_length_34463_cov_17.854176_cutoff_0_type_circular","part_710_N8","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Clostridiales",186802,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__unclassified_Eubacteriales_family;g__unclassified_Eubacteriales_genus;s__unclassified_Eubacteriales_species","Bacillota","0.0","1.0","PRJNA421881","Vegatarian","","","","","","Italy","Europe","human","Adult","","","Special population diet","part_710_N8"
"Whole_grain_diet","SRR5866460","NODE_3_length_37009_cov_7.380646_cutoff_5_type_circular","part_154_N3","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Caudovirales",NA,NA,NA,"0.0","1.0","PRJNA395744","High_fiber_diet","","","","Obesity","Obesity","Denmark","Europe","human","Adult","","","Fiber","part_154_N3"
"High_gluten_diet","SRR7989978","NODE_1_length_36769_cov_9.608661_cutoff_5_type_circular","part_356_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Caudovirales",NA,NA,NA,"0.0","1.0","PRJNA491335.1","High_gluten_diet","","","","","","Denmark","Europe","human","Adult","Middle_age","female","Gluten","part_356_N1"
"Low_calorie_diet","ERR8958893","NODE_31_length_34852_cov_42.603184","part_904_N31","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Clostridia",186801,"k__Bacteria;p__Bacillota;c__Clostridia;o__unclassified_Clostridia_order;f__unclassified_Clostridia_family;g__unclassified_Clostridia_genus;s__unclassified_Clostridia_species","Bacillota","0.025","0.975","PRJEB35524","Low_calorie_diet","Milk_protein_component","Protein","N","Obesity","Obesity","France","Europe","human","Adult","","","Fat","part_904_N31"
"Baseline","ERR8958892","NODE_50_length_34326_cov_46.758280","part_900_N50","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Clostridia",186801,"k__Bacteria;p__Bacillota;c__Clostridia;o__unclassified_Clostridia_order;f__unclassified_Clostridia_family;g__unclassified_Clostridia_genus;s__unclassified_Clostridia_species","Bacillota","0.025","0.975","PRJEB35524","Baseline","Baseline","Baseline","N","Obesity","Obesity","France","Europe","human","Adult","","","Control","part_900_N50"
"Baseline","ERR3015725","NODE_3_length_34888_cov_13.835592_cutoff_0_type_circular","part_208_N3","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Escherichia",561,"k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__unclassified_Escherichia_species","Pseudomonadota","0.025","0.975","PRJEB30307","Baseline","","","","","","United_Kingdom","Europe","human","Adult","","","Control","part_208_N3"
"Low_urbanization","SRR1761699","NODE_6_length_53526_cov_42.612220_cutoff_0_type_circular","part_457_N6","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","bacterium",1869227,"k__Bacteria;p__unclassified_Bacteria_phylum;c__unclassified_Bacteria_class;o__unclassified_Bacteria_order;f__unclassified_Bacteria_family;g__unclassified_Bacteria_genus;s__bacterium","unclassified_Bacteria_phylum","1.0","0.0","PRJNA268964","Low_urbanization","","","","Healthy","Healthy","Peru","South_America","human","","","female","Control","part_457_N6"
"Low_calorie_diet","ERR8958722","NODE_7_length_67890_cov_0.553962","part_828_N7","k__Viruses;p__unclassified_Viruses_phylum;c__unclassified_Viruses_class;o__unclassified_Viruses_order;f__unclassified_Viruses_family;g__unclassified_Viruses_genus;s__Bacteriophage_sp.","Myoviridae","Syntrophomonadaceae",68298,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Syntrophomonadaceae;g__unclassified_Syntrophomonadaceae_genus;s__unclassified_Syntrophomonadaceae_species","Bacillota","0.9125","0.0875","PRJEB35524","Low_calorie_diet","Soybean_protein_component","Protein","N","Obesity","Obesity","France","Europe","human","Adult","","","Fat","part_828_N7"
"Control","ERR3857929","NODE_7_length_66687_cov_8.778425","part_1097_N7","k__Viruses;p__unclassified_Viruses_phylum;c__unclassified_Viruses_class;o__unclassified_Viruses_order;f__unclassified_Viruses_family;g__unclassified_Viruses_genus;s__Bacteriophage_sp.","Siphoviridae","Lentisphaeria",1313211,"k__Bacteria;p__Lentisphaerota;c__Lentisphaeria;o__unclassified_Lentisphaeria_order;f__unclassified_Lentisphaeria_family;g__unclassified_Lentisphaeria_genus;s__unclassified_Lentisphaeria_species","Lentisphaerota","0.9375","0.0625","PRJEB33500","Control","","","","Obesity","Obesity","Italy","Europe","human","Adult","Middle_age","female","Control","part_1097_N7"
"","ERR3764883","NODE_2_length_50446_cov_18.340587_cutoff_5_type_circular","part_960_N2","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Alphaproteobacteria",28211,"k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__unclassified_Alphaproteobacteria_order;f__unclassified_Alphaproteobacteria_family;g__unclassified_Alphaproteobacteria_genus;s__unclassified_Alphaproteobacteria_species","Pseudomonadota","0.964110712130639","0.03588928786936091","PRJEB35769","","Baseline","Baseline","N","Healthy","Healthy","Germany","Europe","human","Adult","","","Control","part_960_N2"
"Baseline","ERR8960709","NODE_4_length_48626_cov_17.765745","part_843_N4","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Caudovirales",NA,NA,NA,"1.0","0.0","PRJEB35524","Baseline","Baseline","Baseline","N","Obesity","Obesity","France","Europe","human","Adult","","","Control","part_843_N4"
"Baseline","ERR8959462","NODE_20_length_48601_cov_8.201850","part_818_N20","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Alphaproteobacteria",28211,"k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__unclassified_Alphaproteobacteria_order;f__unclassified_Alphaproteobacteria_family;g__unclassified_Alphaproteobacteria_genus;s__unclassified_Alphaproteobacteria_species","Pseudomonadota","0.9375","0.0625","PRJEB35524","Baseline","Baseline","Baseline","N","Obesity","Obesity","France","Europe","human","Adult","","","Control","part_818_N20"
"Baseline","ERR8960011","NODE_27_length_51528_cov_7.662134","part_877_N27","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Alphaproteobacteria",28211,"k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__unclassified_Alphaproteobacteria_order;f__unclassified_Alphaproteobacteria_family;g__unclassified_Alphaproteobacteria_genus;s__unclassified_Alphaproteobacteria_species","Pseudomonadota","0.964110712130639","0.03588928786936091","PRJEB35524","Baseline","Baseline","Baseline","N","Obesity","Obesity","France","Europe","human","Adult","","","Control","part_877_N27"
"Low_carbon_water_diet","SRR6339472","NODE_2_length_51679_cov_2.683659_cutoff_0_type_circular","part_1389_N2","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Alphaproteobacteria",28211,"k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__unclassified_Alphaproteobacteria_order;f__unclassified_Alphaproteobacteria_family;g__unclassified_Alphaproteobacteria_genus;s__unclassified_Alphaproteobacteria_species","Pseudomonadota","0.9740226064037669","0.025977393596233155","PRJNA420817","Isocaloric_diet","","","","NAFLD","NAFLD(Obesity)","Sweden","Europe","human","Adult","Middle_age","","Sugar","part_1389_N2"
"Low_carbon_water_diet","SRR6339469","NODE_1_length_51679_cov_6.598580_cutoff_5_type_circular","part_1393_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Alphaproteobacteria",28211,"k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__unclassified_Alphaproteobacteria_order;f__unclassified_Alphaproteobacteria_family;g__unclassified_Alphaproteobacteria_genus;s__unclassified_Alphaproteobacteria_species","Pseudomonadota","0.9740226064037669","0.025977393596233155","PRJNA420817","Isocaloric_diet","","","","NAFLD","NAFLD(Obesity)","Sweden","Europe","human","Adult","Middle_age","","Sugar","part_1393_N1"
"Vegatarian","SRR8146951","NODE_2_length_50704_cov_18.893944_cutoff_0_type_circular","part_674_N2","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Alphaproteobacteria",28211,"k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__unclassified_Alphaproteobacteria_order;f__unclassified_Alphaproteobacteria_family;g__unclassified_Alphaproteobacteria_genus;s__unclassified_Alphaproteobacteria_species","Pseudomonadota","0.964110712130639","0.03588928786936091","PRJNA421881","Vegatarian","","","","","","Italy","Europe","human","Adult","","","Special population diet","part_674_N2"
"Omnivores","ERR5654446","NODE_13_length_51939_cov_21.230940","part_1179_N13","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Alphaproteobacteria",28211,"k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__unclassified_Alphaproteobacteria_order;f__unclassified_Alphaproteobacteria_family;g__unclassified_Alphaproteobacteria_genus;s__unclassified_Alphaproteobacteria_species","Pseudomonadota","0.9740226064037669","0.025977393596233155","PRJEB11419","Omnivores","High_alkohol","Alkohol","","","","United_States","North_America","human","Adult","Elderly_people","","Control","part_1179_N13"
"Baseline","ERR8958880","NODE_14_length_46836_cov_463.472585","part_896_N14","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Prevotella",838,"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__unclassified_Prevotella_species","Bacteroidota","0.15","0.85","PRJEB35524","Baseline","Baseline","Baseline","N","Obesity","Obesity","France","Europe","human","Adult","","","Control","part_896_N14"
"Vegatarian","SRR8146974","NODE_102_length_35536_cov_10.437572_cutoff_5_type_linears","part_715_N102","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Bacteroidales",171549,"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__unclassified_Bacteroidales_family;g__unclassified_Bacteroidales_genus;s__unclassified_Bacteroidales_species","Bacteroidota","0.2125","0.7875","PRJNA421881","Vegatarian","","","","","","Italy","Europe","human","Adult","","","Special population diet","part_715_N102"
"","SRR15417039","NODE_5_length_39473_cov_17.092648","part_471_N5","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Bacteroides_phage_F4","Siphoviridae","Phocaeicola",909656,"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__unclassified_Phocaeicola_species","Bacteroidota","0.3875","0.6125","PRJNA746613","","FOS","Oligosaccharide","Y","Tumour","Hematologic_malignancies+HCT","United_States","North_America","human","Adult","","","Control","part_471_N5"
"Low_carbon_water_diet","SRR6339482","NODE_2_length_38937_cov_5.158954_cutoff_5_type_circular","part_1380_N2","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Bacteroides",816,"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__unclassified_Bacteroides_species","Bacteroidota","0.275","0.725","PRJNA420817","Isocaloric_diet","","","","NAFLD","NAFLD(Obesity)","Sweden","Europe","human","Adult","Middle_age","","Sugar","part_1380_N2"
"Baseline","SRR6339450","NODE_1_length_38937_cov_4.301598_cutoff_0_type_circular","part_1391_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Bacteroides",816,"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__unclassified_Bacteroides_species","Bacteroidota","0.275","0.725","PRJNA420817","Baseline","","","","NAFLD","NAFLD(Obesity)","Sweden","Europe","human","Adult","Middle_age","","Control","part_1391_N1"
"Low_carbon_water_diet","SRR6339449","NODE_1_length_38937_cov_2.068281_cutoff_0_type_circular","part_1388_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Bacteroides",816,"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__unclassified_Bacteroides_species","Bacteroidota","0.275","0.725","PRJNA420817","Isocaloric_diet","","","","NAFLD","NAFLD(Obesity)","Sweden","Europe","human","Adult","Middle_age","","Sugar","part_1388_N1"
"Low_carbon_water_diet","SRR6339484","NODE_2_length_38937_cov_7.375599_cutoff_5_type_circular","part_1384_N2","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Bacteroides",816,"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__unclassified_Bacteroides_species","Bacteroidota","0.275","0.725","PRJNA420817","Isocaloric_diet","","","","NAFLD","NAFLD(Obesity)","Sweden","Europe","human","Adult","Middle_age","","Sugar","part_1384_N2"
