"Contig","HGT_contig_length"
"NODE_3789_length_5814_cov_11.316722||full_1-(1..273)-PF01610.17-Transposase",273
"NODE_1729_length_9559_cov_17.527462||full_15-(8002..9546)-K06400-spoIVCA; site-specific DNA recombinase",1545
"NODE_499_length_18582_cov_9.470017||full_20-(17166..18047)-K04763-xerD; integrase/recombinase XerD",882
"NODE_9187_length_3132_cov_6.963926||full_4-(1125..1712)-K06400-spoIVCA; site-specific DNA recombinase",588
"NODE_9187_length_3132_cov_6.963926||full_5-(1756..2868)-K06400-spoIVCA; site-specific DNA recombinase",1113
"NODE_9187_length_3132_cov_6.963926||full_6-(2819..3109)-K07491-K07491; putative transposase",291
"NODE_5_length_78727_cov_33.660159||full_fragment_2_90-(73612..75261)-K06400-spoIVCA; site-specific DNA recombinase",1650
"NODE_5_length_78727_cov_33.660159||full_fragment_2_91-(75266..76957)-K06400-spoIVCA; site-specific DNA recombinase",1692
"NODE_5_length_78727_cov_33.660159||full_fragment_2_92-(76954..78591)-K06400-spoIVCA; site-specific DNA recombinase",1638
"NODE_6845_length_3845_cov_17.267018||full_1-(1..474)-VOG00520-sp|P03015|GIN_BPMU Serine recombinase gin",474
"NODE_8904_length_3200_cov_63.310970||full_1-(1..819)-K07486-K07486; transposase",819
"NODE_6152_length_4144_cov_5.353387||full_1-(1..828)-VOG17298-sp|P0CE62|INH15_ECOLI Transposase InsH for insertion sequence element IS5-15",828
"NODE_4536_length_5127_cov_5.001577||full_8-(4107..5093)-K06400-spoIVCA; site-specific DNA recombinase",987
"NODE_2832_length_7055_cov_19.932714||full_7-(4333..6276)-K06400-spoIVCA; site-specific DNA recombinase",1944
"NODE_8457_length_3310_cov_4.204301||full_1-(1..333)-K06400-spoIVCA; site-specific DNA recombinase",333
"NODE_40_length_46106_cov_27.403900||full_1 23925-46033/46033_1-(146..1180)-K07482-K07482; transposase, IS30 family",1035
"NODE_1752_length_9497_cov_5.165431||full_15-(6267..7031)-K04763-xerD; integrase/recombinase XerD",765
"NODE_5712_length_4373_cov_6.535433||full_5-(3144..4223)-K07482-K07482; transposase, IS30 family",1080
"NODE_14808_length_2208_cov_2.360892||full_1-(1..762)-K07493-K07493; putative transposase",762
"NODE_21859_length_1666_cov_3.209187||full_1-(1..609)-PF02920.15-DNA binding domain of tn916 integrase",609
"NODE_6976_length_3791_cov_9.141328||full_1-(1..1050)-K07482-K07482; transposase, IS30 family",1050
"NODE_4820_length_4910_cov_13.073120||full_6-(2507..3526)-K04763-xerD; integrase/recombinase XerD",1020
"NODE_95_length_27248_cov_8.008568||full_1 7761-27246/27246_2-(823..2112)-VOG00758-sp|P16942|T629_SHISO Transposase for insertion sequence element IS629",1290
"NODE_22388_length_1114_cov_2.437205||full_1-(1..474)-K04763-xerD; integrase/recombinase XerD",474
"NODE_1946_length_6230_cov_4.632227||full_2-(492..1925)-K06400-spoIVCA; site-specific DNA recombinase",1434
"NODE_2572_length_5101_cov_13.462346||full_8-(3381..5099)-K06400-spoIVCA; site-specific DNA recombinase",1719
"NODE_143_length_23443_cov_11.819224||full_31-(20155..20355)-K07482-K07482; transposase, IS30 family",201
"NODE_979_length_9377_cov_7.566724||0_partial_3-(1439..3127)-K06400-spoIVCA; site-specific DNA recombinase",1689
"NODE_6317_length_2662_cov_24.628308||full_5-(1330..2217)-VOG00758-sp|P16942|T629_SHISO Transposase for insertion sequence element IS629",888
"NODE_3817_length_3835_cov_4.425397||full_2-(506..2149)-K06400-spoIVCA; site-specific DNA recombinase",1644
"NODE_3817_length_3835_cov_4.425397||full_3-(2142..3683)-K06400-spoIVCA; site-specific DNA recombinase",1542
"NODE_1360_length_7767_cov_7.052386||full_10-(5328..7016)-K06400-spoIVCA; site-specific DNA recombinase",1689
"NODE_4472_length_3426_cov_10.532186||full_5-(2115..3053)-K14059-int; integrase",939
"NODE_18_length_46694_cov_9.123052||full_43-(29590..29832)-K04763-xerD; integrase/recombinase XerD",243
"NODE_18_length_46694_cov_9.123052||full_44-(29775..30395)-K04763-xerD; integrase/recombinase XerD",621
"NODE_3439_length_4157_cov_3.657240||full_3-(887..2758)-K06400-spoIVCA; site-specific DNA recombinase",1872
"NODE_738_length_11029_cov_6.860215||full_11-(4531..6657)-VOG00758-sp|P16942|T629_SHISO Transposase for insertion sequence element IS629",2127
"NODE_23_length_45266_cov_39.101944||full_1 15748-43647/43647_25-(25717..26736)-K04763-xerD; integrase/recombinase XerD",1020
"NODE_4611_length_3346_cov_10.787906||full_5-(2032..3342)-K06400-spoIVCA; site-specific DNA recombinase",1311
"NODE_4025_length_3692_cov_6.494913||full_2-(562..2148)-K06400-spoIVCA; site-specific DNA recombinase",1587
"NODE_4025_length_3692_cov_6.494913||full_3-(2136..3356)-K06400-spoIVCA; site-specific DNA recombinase",1221
"NODE_14298_length_1504_cov_2.818496||full_2-(294..1211)-K06400-spoIVCA; site-specific DNA recombinase",918
"NODE_3480_length_4110_cov_13.635758||full_1-(1..1599)-K06400-spoIVCA; site-specific DNA recombinase",1599
"NODE_3480_length_4110_cov_13.635758||full_2-(1596..3206)-K06400-spoIVCA; site-specific DNA recombinase",1611
"NODE_3480_length_4110_cov_13.635758||full_3-(3196..3579)-K06400-spoIVCA; site-specific DNA recombinase",384
"NODE_2085_length_5994_cov_12.306112||full_11-(4899..5942)-K07482-K07482; transposase, IS30 family",1044
"NODE_82_length_28635_cov_19.841358||full_2-(591..2564)-K06400-spoIVCA; site-specific DNA recombinase",1974
"NODE_5125_length_3119_cov_4.486945||full_1-(1..537)-K06400-spoIVCA; site-specific DNA recombinase",537
"NODE_74_length_29482_cov_7.586264||full_6-(5947..6546)-K04763-xerD; integrase/recombinase XerD",600
"NODE_74_length_29482_cov_7.586264||full_41-(25851..27572)-K06400-spoIVCA; site-specific DNA recombinase",1722
"NODE_872_length_9896_cov_8.464587||full_12-(8905..9894)-K06400-spoIVCA; site-specific DNA recombinase",990
"NODE_1261_length_8125_cov_6.062577||full_6-(5171..5815)-K04763-xerD; integrase/recombinase XerD",645
"NODE_2912_length_4641_cov_2.838421||full_1-(1..564)-K04763-xerD; integrase/recombinase XerD",564
"NODE_5395_length_2996_cov_3.424005||full_5-(2168..2698)-K07496-K07496; putative transposase",531
"NODE_7728_length_2296_cov_3.460955||full_5-(910..1254)-K04763-xerD; integrase/recombinase XerD",345
"NODE_4468_length_3427_cov_6.803677||full_2-(233..1189)-K04763-xerD; integrase/recombinase XerD",957
"NODE_1437_length_7532_cov_10.123980||full_8-(3075..4094)-K04763-xerD; integrase/recombinase XerD",1020
"NODE_3776_length_3870_cov_4.641940||full_1-(1..633)-K06400-spoIVCA; site-specific DNA recombinase",633
"NODE_1497_length_7358_cov_11.517732||full_2-(128..1321)-K14059-int; integrase",1194
"NODE_2703_length_4944_cov_5.738188||full_9-(3350..4864)-K06400-spoIVCA; site-specific DNA recombinase",1515
"NODE_54_length_32695_cov_8.185080||full_24-(19534..20097)-K04763-xerD; integrase/recombinase XerD",564
"NODE_5656_length_2888_cov_5.967879||full_1-(1..915)-K07482-K07482; transposase, IS30 family",915
"NODE_8907_length_2080_cov_11.687407||full_2-(169..1338)-K07493-K07493; putative transposase",1170
"NODE_6869_length_2507_cov_29.176998||full_7-(1606..2481)-K04763-xerD; integrase/recombinase XerD",876
"NODE_1311_length_7927_cov_14.260925||full_11-(6490..7062)-K04763-xerD; integrase/recombinase XerD",573
"NODE_4252_length_3554_cov_4.174050||full_8-(3294..3554)-K06400-spoIVCA; site-specific DNA recombinase",261
"NODE_572_length_12803_cov_12.720819||full_2-(180..1817)-K06400-spoIVCA; site-specific DNA recombinase",1638
"NODE_572_length_12803_cov_12.720819||full_3-(1814..3505)-K06400-spoIVCA; site-specific DNA recombinase",1692
"NODE_572_length_12803_cov_12.720819||full_4-(3510..5159)-K06400-spoIVCA; site-specific DNA recombinase",1650
"NODE_12236_length_1676_cov_3.700802||full_1-(1..705)-K14059-int; integrase",705
"NODE_2743_length_4890_cov_6.670941||full_2-(176..1708)-K06400-spoIVCA; site-specific DNA recombinase",1533
"NODE_2743_length_4890_cov_6.670941||full_3-(1705..3315)-K06400-spoIVCA; site-specific DNA recombinase",1611
"NODE_2743_length_4890_cov_6.670941||full_4-(3344..4804)-K06400-spoIVCA; site-specific DNA recombinase",1461
"NODE_7417_length_2368_cov_4.343709||full_1-(1..696)-K06400-spoIVCA; site-specific DNA recombinase",696
"NODE_4032_length_3686_cov_3.904434||full_3-(1357..2397)-K04763-xerD; integrase/recombinase XerD",1041
"NODE_2911_length_4641_cov_6.723724||full_1-(1..936)-K07497-K07497; putative transposase",936
"NODE_7804_length_2278_cov_4.314890||full_4-(1735..2274)-K04763-xerD; integrase/recombinase XerD",540
"NODE_1726_length_6704_cov_3.728230||full_12-(5572..6183)-K14059-int; integrase",612
"NODE_2161_length_5831_cov_10.546226||full_1-(1..321)-K03733-xerC; integrase/recombinase XerC",321
"NODE_2975_length_4593_cov_9.538343||full_4-(2304..3944)-K06400-spoIVCA; site-specific DNA recombinase",1641
"NODE_3010_length_4557_cov_13.078854||full_1-(1..1272)-K14059-int; integrase",1272
"NODE_1173_length_8441_cov_6.329358||full_1-(1..1434)-VOG00022-sp|P54992|YSNA_STRPR Putative transposase in snaA-snaB intergenic region",1434
"NODE_1377_length_7708_cov_22.269567||full_13-(5569..6273)-VOG17298-sp|P0CE62|INH15_ECOLI Transposase InsH for insertion sequence element IS5-15",705
"NODE_1377_length_7708_cov_22.269567||full_14-(6221..6568)-VOG17298-sp|P0CE62|INH15_ECOLI Transposase InsH for insertion sequence element IS5-15",348
"NODE_7545_length_2335_cov_2.847368||full_3-(1211..1858)-PF00589.22-Phage integrase family",648
"NODE_3601_length_4017_cov_23.237506||full_5-(2204..3757)-K06400-spoIVCA; site-specific DNA recombinase",1554
"NODE_3601_length_4017_cov_23.237506||full_6-(3742..4014)-K06400-spoIVCA; site-specific DNA recombinase",273
"NODE_3515_length_4084_cov_30.513527||full_4-(2499..4082)-K06400-spoIVCA; site-specific DNA recombinase",1584
"NODE_3461_length_4132_cov_7.173902||full_1 1022-4132/4132_1-(3..1598)-K06400-spoIVCA; site-specific DNA recombinase",1596
"NODE_27_length_43347_cov_10.542802||full_1-(1..1572)-K06400-spoIVCA; site-specific DNA recombinase",1572
"NODE_6182_length_2702_cov_4.681148||full_3-(762..1355)-K21528-gin; serine recombinase [EC:3.1.22.- 6.5.1.-]",594
"NODE_11929_length_1703_cov_6.993932||full_1-(1..213)-K06400-spoIVCA; site-specific DNA recombinase",213
"NODE_1229_length_8245_cov_7.855433||full_15-(6847..8199)-VOG00520-sp|P03015|GIN_BPMU Serine recombinase gin",1353
"NODE_2784_length_4818_cov_4.667017||full_8-(4260..4814)-K07482-K07482; transposase, IS30 family",555
"NODE_2757_length_4862_cov_5.294778||full_1-(1..1056)-K06400-spoIVCA; site-specific DNA recombinase",1056
"NODE_2757_length_4862_cov_5.294778||full_2-(1071..2717)-K06400-spoIVCA; site-specific DNA recombinase",1647
"NODE_474_length_14060_cov_10.404570||full_4-(576..2405)-VOG00758-sp|P16942|T629_SHISO Transposase for insertion sequence element IS629",1830
"NODE_1013_length_9208_cov_14.649295||full_5-(3367..5055)-K06400-spoIVCA; site-specific DNA recombinase",1689
"NODE_1013_length_9208_cov_14.649295||full_6-(5057..6754)-K06400-spoIVCA; site-specific DNA recombinase",1698
"NODE_1013_length_9208_cov_14.649295||full_7-(6744..8339)-K06400-spoIVCA; site-specific DNA recombinase",1596
"NODE_7409_length_2371_cov_4.377375||full_3-(880..1473)-K21528-gin; serine recombinase [EC:3.1.22.- 6.5.1.-]",594
"NODE_4017_length_3695_cov_10.038736||full_4-(2154..3509)-VOG00520-sp|P03015|GIN_BPMU Serine recombinase gin",1356
"NODE_3393_length_4193_cov_16.909135||full_2-(291..1850)-K06400-spoIVCA; site-specific DNA recombinase",1560
"NODE_3393_length_4193_cov_16.909135||full_3-(1843..3249)-K06400-spoIVCA; site-specific DNA recombinase",1407
"NODE_3393_length_4193_cov_16.909135||full_4-(3342..4094)-K06400-spoIVCA; site-specific DNA recombinase",753
"NODE_6700_length_2552_cov_9.826992||full_4-(1318..2550)-K06400-spoIVCA; site-specific DNA recombinase",1233
"NODE_430_length_14534_cov_7.213482||full_19-(6450..7229)-K04763-xerD; integrase/recombinase XerD",780
"NODE_411_length_14795_cov_13.327137||full_8-(1820..2944)-K07482-K07482; transposase, IS30 family",1125
"NODE_1153_length_8543_cov_6.786287||full_6-(3391..4965)-K06400-spoIVCA; site-specific DNA recombinase",1575
"NODE_1153_length_8543_cov_6.786287||full_7-(4965..6650)-K06400-spoIVCA; site-specific DNA recombinase",1686
"NODE_1153_length_8543_cov_6.786287||full_8-(6652..8346)-K06400-spoIVCA; site-specific DNA recombinase",1695
"NODE_3989_length_3716_cov_5.553128||full_3-(738..2324)-K06400-spoIVCA; site-specific DNA recombinase",1587
"NODE_7500_length_2346_cov_4.483632||full_6-(1350..2045)-K14059-int; integrase",696
"NODE_69_length_30333_cov_10.539071||full_1 2916-29871/29871_5-(2942..4780)-K06400-spoIVCA; site-specific DNA recombinase",1839
"NODE_3140_length_4433_cov_7.622887||full_1-(1..1059)-K07482-K07482; transposase, IS30 family",1059
"NODE_6666_length_3031_cov_25.991935||full_5-(1332..2567)-K14059-int; integrase",1236
"NODE_20238_length_1317_cov_2.903328||full_5-(910..1236)-K04763-xerD; integrase/recombinase XerD",327
"NODE_1173_length_9961_cov_25.033212||full_1-(1..993)-K06400-spoIVCA; site-specific DNA recombinase",993
"NODE_7041_length_2897_cov_2.932442||full_5-(1506..2801)-PF01609.21-Transposase DDE domain",1296
"NODE_6520_length_3080_cov_2.971570||full_6-(2280..3077)-K14059-int; integrase",798
"NODE_649_length_14407_cov_30.805811||full_2-(115..1653)-K06400-spoIVCA; site-specific DNA recombinase",1539
"NODE_1446_length_8793_cov_24.111353||full_5-(3280..4905)-K06400-spoIVCA; site-specific DNA recombinase",1626
"NODE_1446_length_8793_cov_24.111353||full_6-(4911..5453)-K06400-spoIVCA; site-specific DNA recombinase",543
"NODE_1446_length_8793_cov_24.111353||full_7-(5450..6268)-K06400-spoIVCA; site-specific DNA recombinase",819
"NODE_1446_length_8793_cov_24.111353||full_8-(6268..7869)-K06400-spoIVCA; site-specific DNA recombinase",1602
"NODE_9426_length_2311_cov_3.626330||full_1-(1..1248)-VOG00758-sp|P16942|T629_SHISO Transposase for insertion sequence element IS629",1248
"NODE_9819_length_2242_cov_3.490169||full_1-(1..522)-VOG00520-sp|P03015|GIN_BPMU Serine recombinase gin",522
"NODE_4328_length_4179_cov_6.540495||full_4-(2680..3234)-K14059-int; integrase",555
"NODE_5871_length_3325_cov_16.129969||full_1-(1..744)-K06400-spoIVCA; site-specific DNA recombinase",744
"NODE_5871_length_3325_cov_16.129969||full_3-(1293..2894)-K07487-K07487; transposase",1602
"NODE_9740_length_2257_cov_45.808810||full_1-(1..366)-K07483-K07483; transposase",366
"NODE_9740_length_2257_cov_45.808810||full_4-(1267..2172)-K06400-spoIVCA; site-specific DNA recombinase",906
"NODE_2678_length_5925_cov_28.130664||full_9-(4792..5835)-K07482-K07482; transposase, IS30 family",1044
"NODE_1914_length_7358_cov_25.541969||full_13-(6036..7229)-K14059-int; integrase",1194
"NODE_10926_length_2078_cov_2.509145||full_1-(1..672)-K03733-xerC; integrase/recombinase XerC",672
"NODE_2296_length_6563_cov_6.354333||full_11-(5285..6322)-K07482-K07482; transposase, IS30 family",1038
"NODE_1368_length_9056_cov_4.583157||full_3-(1028..2077)-K07482-K07482; transposase, IS30 family",1050
"NODE_4494_length_4056_cov_7.025494||full_4-(2487..3767)-K06400-spoIVCA; site-specific DNA recombinase",1281
"NODE_4494_length_4056_cov_7.025494||full_5-(3730..4053)-K06400-spoIVCA; site-specific DNA recombinase",324
"NODE_4870_length_3814_cov_20.235967||full_2-(399..1175)-K06400-spoIVCA; site-specific DNA recombinase",777
"NODE_4870_length_3814_cov_20.235967||full_3-(1204..2844)-K06400-spoIVCA; site-specific DNA recombinase",1641
"NODE_4028_length_4401_cov_24.609986||full_5-(3174..4253)-K07482-K07482; transposase, IS30 family",1080
"NODE_7263_length_2831_cov_32.750360||full_4-(1779..2816)-K07482-K07482; transposase, IS30 family",1038
"NODE_358_length_19219_cov_7.891724||full_18-(14439..15878)-K06400-spoIVCA; site-specific DNA recombinase",1440
"NODE_6919_length_2946_cov_4.143549||full_2-(466..1515)-K07482-K07482; transposase, IS30 family",1050
"NODE_959_length_11216_cov_13.483738||full_1-(1..1047)-K07482-K07482; transposase, IS30 family",1047
"NODE_6134_length_3233_cov_4.387351||full_3-(577..1422)-K04763-xerD; integrase/recombinase XerD",846
"NODE_106_length_30915_cov_16.956416||full_45-(28791..30278)-K06400-spoIVCA; site-specific DNA recombinase",1488
"NODE_10171_length_2187_cov_4.221857||full_4-(1254..2183)-K03733-xerC; integrase/recombinase XerC",930
"NODE_2764_length_5817_cov_7.343110||full_1-(1..1539)-K06400-spoIVCA; site-specific DNA recombinase",1539
"NODE_2764_length_5817_cov_7.343110||full_2-(1532..3169)-K06400-spoIVCA; site-specific DNA recombinase",1638
"NODE_2764_length_5817_cov_7.343110||full_3-(3170..4780)-K06400-spoIVCA; site-specific DNA recombinase",1611
"NODE_34_length_46361_cov_25.753833||full_1 1-28078/44312_2-(689..1708)-K04763-xerD; integrase/recombinase XerD",1020
"NODE_9059_length_2383_cov_3.834192||full_4-(2034..2339)-K03733-xerC; integrase/recombinase XerC",306
"NODE_4526_length_4037_cov_3.041939||full_3-(1243..2463)-K07486-K07486; transposase",1221
"NODE_1312_length_9322_cov_5.129492||full_9-(6806..7651)-PF12784.7-PD-(D/E)XK nuclease family transposase",846
"NODE_1251_length_9615_cov_30.386402||full_7-(6739..7563)-K04763-xerD; integrase/recombinase XerD",825
"NODE_6022_length_3274_cov_16.528114||full_3-(671..2347)-K06400-spoIVCA; site-specific DNA recombinase",1677
"NODE_6022_length_3274_cov_16.528114||full_4-(2370..2909)-K06400-spoIVCA; site-specific DNA recombinase",540
"NODE_14713_length_1664_cov_4.250466||full_3-(626..892)-K14059-int; integrase",267
"NODE_179_length_25438_cov_5.646653||full_33-(13735..14916)-K07496-K07496; putative transposase",1182
"NODE_1313_length_9319_cov_26.981649||full_3-(3972..5486)-K06400-spoIVCA; site-specific DNA recombinase",1515
"NODE_9967_length_2218_cov_3.170596||full_1-(1..1074)-K06400-spoIVCA; site-specific DNA recombinase",1074
"NODE_15_length_58814_cov_27.655848||full_73-(55731..57302)-K06400-spoIVCA; site-specific DNA recombinase",1572
"NODE_728_length_13414_cov_20.292537||full_9-(5264..5719)-VOG00520-sp|P03015|GIN_BPMU Serine recombinase gin",456
"NODE_4202_length_4259_cov_27.531399||full_2-(398..781)-K06400-spoIVCA; site-specific DNA recombinase",384
"NODE_4202_length_4259_cov_27.531399||full_3-(771..2381)-K06400-spoIVCA; site-specific DNA recombinase",1611
"NODE_4202_length_4259_cov_27.531399||full_4-(2378..3865)-K06400-spoIVCA; site-specific DNA recombinase",1488
"NODE_1953_length_7276_cov_13.829387||full_4-(1689..3497)-VOG15133-REFSEQ integrase core domain protein",1809
"NODE_3138_length_5307_cov_17.770944||full_1-(1..741)-K07496-K07496; putative transposase",741
"NODE_908_length_11659_cov_6.301275||full_1-(1..864)-K07482-K07482; transposase, IS30 family",864
"NODE_5490_length_3498_cov_10.075516||full_1-(1..966)-K14059-int; integrase",966
"NODE_493_length_16624_cov_15.640594||full_4-(1689..2291)-K04763-xerD; integrase/recombinase XerD",603
"NODE_4063_length_5882_cov_6.901493||full_1-(1..1548)-K06400-spoIVCA; site-specific DNA recombinase",1548
"NODE_4063_length_5882_cov_6.901493||full_2-(1548..3242)-K06400-spoIVCA; site-specific DNA recombinase",1695
"NODE_4063_length_5882_cov_6.901493||full_3-(3244..4926)-K06400-spoIVCA; site-specific DNA recombinase",1683
